,Unnamed: 0,key,prep,dobj,d.lemma,d.pos,d.animacy,d.number,d.r,d.t,d.pt,d.top,d.d,v.lemma,v.pos,v.aspect,v.mood,v.r,v.ca,v.aux,v_d,s.lemma,s.pos,s.animacy,s.number,s.r,s.t,s.pt,s.top,s.d,role
444,444,80167_2,False,False,певица,S,anim,sg,r:concr,t:hum,,,der:s,спектакль,S,none,none,t:action,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
445,445,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
446,446,80170_1,False,True,мы,SPRO,none,1p,r:pers,,,,,доверить,V,pf,indic,,,,d:pref,много,NUM,none,NUM,,,,,,реципиент
447,447,80171_3,False,False,он,SPRO,none,3p,r:pers,,,,,радоваться,V,ipf,inf,t:psych:emot,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
448,448,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
449,449,80173_2,False,False,человек,S,anim,pl,r:concr,t:hum,,,,мыслимый,A,none,none,,,,dt:ment,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
450,450,80136_19,False,True,он,SPRO,none,3p,r:pers,,,,,прочить,V,ipf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
451,451,80140_8,False,False,генерал,S,anim,sg,r:concr,t:armpos,,,,доверить,V,pf,indic,,,,d:pref,он,SPRO,none,3p,r:pers,,,,,реципиент
452,452,80147_3,False,False,я,SPRO,none,1p,r:pers,,,,,доверить,V,pf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
453,453,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
454,454,80149_3,False,True,который,APRO,none,sg,r:rel,t:ord,,,,доверить,V,pf,praet,,,,d:pref,стеречь,V,none,inf,,,,,d:root,реципиент
455,455,80158_39,False,True,вы,SPRO,none,2p,r:pers,,,,,платить,V,ipf,indic,t:poss,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
456,456,80161_0,False,False,Майкл,S,anim,sg,r:propn,t:persn,,,,доверить,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
457,457,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
458,458,80134_6,False,False,он,SPRO,none,3p,r:pers,,,,,доверить,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
459,459,80138_5,False,True,он,SPRO,none,3p,r:pers,,,,,доверить,V,pf,indic,,,,d:pref,партия,S,inan,sg,r:concr,t:org,,,,реципиент
460,460,80141_2,False,True,он,SPRO,none,3p,r:pers,,,,,рассказать,V,pf,indic,,,,d:pref,она,SPRO,none,3p,r:pers,,,,,реципиент
461,461,80160_0,False,False,никто,SPRO,none,m,r:neg,,,,,доверить,V,pf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
462,462,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
463,463,80174_1,False,False,тетрадь,S,inan,sg,r:concr,t:book,,,,мочь,V,ipf,indic,,,,d:root,я,SPRO,none,1p,r:pers,,,,,реципиент
464,464,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
465,465,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
466,466,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
467,467,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
468,468,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
469,469,32378_0,False,False,весь,A-PRO,none,pl,r:spec,,,,,доказать,V,pf,indic,,,,d:pref,он,S-PRO,none,3p,r:pers,,,,,реципиент
470,470,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
471,471,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
472,472,32395_0,False,False,скрипач,S,anim,sg,r:concr,t:prof,,,der:s,необходимый,A,none,none,,,,d:modal,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
473,473,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
474,474,32396_0,False,False,наркомша,S,anim,sg,,,,,,попытаться,V,pf,indic,,ca:noncaus,,d:pref,наркомша,S,anim,sg,,,,,,реципиент
475,475,32402_0,False,False,кто-то,S-PRO,none,sg,r:indet,,,,,доказать,V,pf,indic,,,,d:pref,кто-то,S-PRO,none,sg,r:indet,,,,,реципиент
476,476,32409_0,False,True,он,S-PRO,none,3p,r:pers,,,,,доказать,V,pf,act,,,,d:pref,балбесик,S,anim,sg,,,,,,реципиент
477,477,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
478,478,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
479,479,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
480,480,32425_0,False,False,себя,S-PRO,none,S-PRO,r:ref,,,,,доказать,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
481,481,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
482,482,32439_0,False,False,сообщество,S,inan,sg,r:concr,t:group,pt:set,,der:s,доказать,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
483,483,32448_0,False,False,они,S-PRO,none,3p,r:pers,,,,,идти,V,ipf,imper,t:move,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
484,484,108655_3,False,True,они,SPRO,none,3p,r:pers,,,,,доноситься,V,ipf,indic,t:move,ca:noncaus,,d:pref,голос,S,inan,pl,r:abstr,t:sound,,,,направление
485,485,32469_0,False,False,он,S-PRO,none,3p,r:pers,,,,,допустить,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
486,486,32495_0,False,False,конкурс,S,inan,sg,r:abstr,t:action,,,,допустить,V,pf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
487,487,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
488,488,108802_4,False,True,воспитанник,S,anim,pl,r:concr,t:hum,,,der:v,доставить,V,pf,indic,t:move,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
489,489,108804_10,False,True,я,SPRO,none,1p,r:pers,,,,,доставить,V,pf,indic,t:move,ca:caus,,d:pref,ты,SPRO,none,2p,r:pers,,,,,реципиент
490,490,108798_11,False,True,она,SPRO,none,3p,r:pers,,,,,доставить,V,pf,act,t:move,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
491,491,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
492,492,108809_6,False,True,вы,SPRO,none,2p,r:pers,,,,,доставить,V,pf,indic,t:move,ca:caus,,d:pref,это,SPRO,none,sg,r:dem,,,,,экспериенцер
493,493,108812_0,False,True,они,SPRO,none,3p,r:pers,,,,,доставить,V,pf,act,t:move,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
494,494,56401_11,False,True,ребята,S,S,pl,r:concr,,pt:aggr:aggrpl,,,достаться,V,pf,indic,t:poss,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
495,495,56402_12,False,True,она,SPRO,none,3p,r:pers,,,,,достаться,V,pf,indic,t:poss,ca:noncaus,,d:pref,медведь,S,anim,sg,r:concr,t:animal,,,,реципиент
496,496,56404_5,False,True,Франсуа,S,0,sg,r:propn,t:persn,,,,достаться,V,pf,indic,t:poss,ca:noncaus,,d:pref,прядь,S,inan,sg,r:concr,t:hair,pt:qtm,,,реципиент
497,497,56405_1,False,True,они,SPRO,none,3p,r:pers,,,,,достаться,V,pf,indic,t:poss,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
498,498,56407_1,False,True,кто,SPRO,none,sg,r:rel,,,,,достаться,V,pf,indic,t:poss,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
499,499,56408_1,False,False,тот,APRO,none,sg,r:dem,,,,,достаться,V,pf,indic,t:poss,ca:noncaus,,d:pref,он,SPRO,none,3p,r:pers,,,,,реципиент
500,500,56410_0,False,True,бригадир,S,anim,sg,r:concr,t:hum,,,der:s,достаться,V,med,indic,t:poss,ca:noncaus,,d:pref,пачка,S,inan,sg,r:concr,,pt:set,,,реципиент
501,501,56411_1,False,True,я,SPRO,none,1p,r:pers,,,,,достаться,V,med,indic,t:poss,ca:noncaus,,d:pref,группа,S,inan,sg,r:concr,,pt:set,,,реципиент
502,502,56412_0,False,True,длинный,A,none,dat,r:qual,t:size:max,,,der:s,достаться,V,med,indic,t:poss,ca:noncaus,,d:pref,маска,S,inan,sg,r:concr,t:tool,pt:addit,,,реципиент
503,503,56415_3,False,True,Чик,S,anim,sg,r:propn,t:persn,,,d:dimb,достаться,V,med,indic,t:poss,ca:noncaus,,d:pref,нож,S,inan,sg,r:concr,t:tool:instr,,,,реципиент
504,504,56406_0,False,True,тот,APRO,none,sg,r:dem,,,,,достаться,V,pf,indic,t:poss,ca:noncaus,,d:pref,плевок,S,inan,pl,r:concr,,pt:qtm,,der:v,реципиент
505,505,56409_3,False,True,я,SPRO,none,1p,r:pers,,,,,достаться,V,med,indic,t:poss,ca:noncaus,,d:pref,роль,S,inan,sg,r:abstr,,,,,реципиент
506,506,56417_1,False,False,я,SPRO,none,1p,r:pers,,,,,достаться,V,med,indic,t:poss,ca:noncaus,,d:pref,роль,S,inan,sg,r:abstr,,,,,реципиент
507,507,56413_4,False,True,Первый,S,anim,sg,r:propn,t:famn,,,,достаться,V,med,indic,t:poss,ca:noncaus,,d:pref,много,ADVPRO,none,ADVPRO,r:spec,t:quant:max,,,,реципиент
508,508,56419_4,False,True,он,SPRO,none,3p,r:pers,,,,,достаться,V,pf,indic,t:poss,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
509,509,109251_7,False,False,черт,S,anim,sg,r:concr,t:hum:supernat,,,,куда-то,ADVPRO,none,none,t:dir,,,der:advpro,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
510,510,56715_5,False,False,дом,S,inan,pl,r:concr,t:constr:build,,top:contain,,ехать,V,ipf,indic,t:move,ca:noncaus,,d:root,солдатик,S,anim,pl,r:concr,t:toy,,,der:s,направление
511,511,56722_2,False,False,баба,S,anim,pl,r:concr,t:hum,pt:part,,,ехать,V,ipf,inf,t:move,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
512,512,56734_2,False,False,она,SPRO,none,3p,r:pers,,,,,ехать,V,ipf,indic,t:move,ca:noncaus,,d:root,человек,S,anim,pl,r:concr,t:hum,,,,направление
513,513,56738_1,False,False,заказчик,S,anim,pl,r:concr,t:hum,,,d:nag,ехать,V,ipf,inf,t:move,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
514,514,56759_0,False,False,третий,ANUM,none,pl,r:rel,t:ord,,,der:num,ехать,V,ipf,inf,t:move,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
515,515,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
516,516,56778_10,False,False,французинка,S,anim,sg,,,,,,ехать,V,ipf,inf,t:move,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
517,517,56792_0,False,True,она,SPRO,none,3p,r:pers,,,,,ехать,V,ipf,imper,t:move,ca:noncaus,,d:root,приказ,S,inan,sg,r:abstr,t:speech,,,,направление
518,518,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
519,519,56812_1,False,False,я,SPRO,none,1p,r:pers,,,,,жаловаться,V,intr,indic,t:speech,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
520,520,56820_2,False,True,мы,SPRO,none,1p,r:pers,,,,,жаловаться,V,ipf,indic,t:speech,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
521,521,56821_4,False,True,я,SPRO,none,1p,r:pers,,,,,жаловаться,V,ipf,indic,t:speech,ca:noncaus,,,Ольга,S,anim,sg,r:propn,t:persn,,,,реципиент
522,522,56806_0,False,False,некого,PRAEDICPRO,none,sg,r:neg,,,,,жаловаться,V,ipf,inf,t:speech,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
523,523,56815_0,False,True,султан,S,anim,sg,r:concr,t:hum,pt:set,top:form,,жаловаться,V,intr,inf,t:speech,ca:noncaus,,,мы,SPRO,none,1p,r:pers,,,,,реципиент
524,524,56819_0,False,True,мы,SPRO,none,1p,r:pers,,,,,жаловаться,V,ipf,indic,t:speech,ca:noncaus,,,день,S,inan,sg,r:abstr,t:time,pt:part,,,реципиент
525,525,129728_1,False,True,он,SPRO,none,3p,r:pers,,,,,жать,V,ipf,indic,t:impact,ca:caus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,поднятый посессор
526,526,129742_4,False,True,фаворит,S,anim,sg,r:concr,t:hum,,,der:s,жать,V,ipf,indic,t:impact,ca:caus,,d:root,который,APRO,none,pl,r:rel,t:ord,,,,поднятый посессор
527,527,129743_9,False,True,он,SPRO,none,3p,r:pers,,,,,жать,V,ipf,indic,t:impact,ca:caus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,поднятый посессор
528,528,129747_18,False,True,я,SPRO,none,1p,r:pers,,,,,жать,V,ipf,act,t:impact,ca:caus,,d:root,ты,SPRO,none,2p,r:pers,,,,,поднятый посессор
529,529,129749_11,False,True,Трофимов,S,anim,sg,r:propn,t:famn,,,,жать,V,ipf,indic,t:impact,ca:caus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,поднятый посессор
530,530,129751_7,False,True,я,SPRO,none,1p,r:pers,,,,,желать,V,ipf,indic,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,поднятый посессор
531,531,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
532,532,57012_1,False,True,ты,SPRO,none,2p,r:pers,,,,,желать,V,tran,indic,,,,d:root,мы,SPRO,none,1p,r:pers,,,,,реципиент
533,533,57013_2,False,True,вы,SPRO,none,2p,r:pers,,,,,желать,V,tran,indic,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
534,534,101225_1,False,True,он,SPRO,none,3p,r:pers,,,,,жечь,V,ipf,indic,t:be:disapp,ca:caus,,d:root,солнце,S,inan,sg,r:concr,t:space,,top:spher,,поднятый посессор
535,535,101229_4,False,True,я,SPRO,none,1p,r:pers,,,,,казаться,V,ipf,indic,t:perc,ca:noncaus,,der:v,прикосновение,S,inan,sg,r:abstr,,,,der:s0,поднятый посессор
536,536,101191_4,False,True,Витька,S,anim,sg,r:propn,t:persn,,,d:dimb,жечь,V,ipf,indic,t:be:disapp,ca:caus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
537,537,57272_1,False,False,соседство,S,inan,sg,r:abstr,t:space,,,,жить,V,ipf,plen,t:be:exist,ca:noncaus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
538,538,80560_4,False,False,ты,SPRO,none,2p,r:pers,,,,,забежать,V,pf,indic,t:move,ca:noncaus,,d:pref,ярочка,S,anim,sg,r:concr,t:animal,,,der:s,направление
539,539,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
540,540,48237_3,False,False,сестра,S,f,norm,r:concr,t:hum:kin,,,,забегать,V,act,sg,t:move,ca:noncaus,,d:pref,я,SPRO,none,norm,r:pers,,,,,направление
541,541,48243_1,False,False,я,SPRO,none,norm,r:pers,,,,,забегать,V,2p,sg,t:move,ca:noncaus,,d:pref,ты,SPRO,none,norm,r:pers,,,,,направление
542,542,48253_0,False,False,дактилоскопист,S,dat,m,,,,,,забегать,V,act,pf,t:move,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
543,543,48270_6,False,False,я,SPRO,none,norm,r:pers,,,,,забегать,V,act,sg,t:move,ca:noncaus,,d:pref,она,SPRO,none,norm,r:pers,,,,,направление
544,544,48275_0,False,False,я,SPRO,none,norm,r:pers,,,,,забегать,V,2p,sg,t:move,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
545,545,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
546,546,48298_10,False,True,она,SPRO,none,norm,r:pers,,,,,забегать,V,act,sg,t:move,ca:noncaus,,d:pref,он,SPRO,none,norm,r:pers,,,,,направление
547,547,48300_0,False,True,она,SPRO,none,norm,r:pers,,,,,забегать,V,1p,pl,t:move,ca:noncaus,,d:pref,мы,SPRO,none,norm,r:pers,,,,,направление
548,548,80527_1,False,False,я,SPRO,none,1p,r:pers,,,,,забежать,V,pf,imper,t:move,ca:noncaus,,d:pref,ты,SPRO,none,2p,r:pers,,,,,направление
549,549,80544_1,False,False,ты,SPRO,none,2p,r:pers,,,,,забежать,V,pf,indic,t:move,ca:noncaus,,d:pref,я,SPRO,none,1p,r:pers,,,,,направление
550,550,80548_0,False,False,друг,S,anim,pl,r:concr,t:hum,,,,забежать,V,pf,indic,t:move,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
551,551,80549_0,False,True,дружок,S,anim,sg,r:concr,t:hum,,,d:dim,забежать,V,pf,indic,t:move,ca:noncaus,,d:pref,он,SPRO,none,3p,r:pers,,,,,направление
552,552,80550_2,False,True,Бархатов,S,anim,sg,r:propn,t:famn,,,,забежать,V,pf,indic,t:move,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
